accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,payeeNumber,payeeName,Food Show Year
216,"HEAD START OF GREATER DALLAS, INC.",20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,3,55.98,270740,MONDELEZ,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,18,335.88,270740,MONDELEZ,2016
538,CHILD CARE ASSOCIATES,20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,12,223.92,270740,MONDELEZ,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,23,429.18,270740,MONDELEZ,2016
551899,WESTOVER HILLS LEARNING CENTER,20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,2,37.32,270740,MONDELEZ,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,20495,"CRACKERS, RITZ BULK",20,4.0 OZ,NABISCO,5.5,N,18.66,18.66,3,55.98,270740,MONDELEZ,2016
947,CAROLINA CREEK CAMP,20587,TEDDY GRAHAMS CINNAMON,150,.50OZ,NABISCO,6.25,N,21.33,21.33,4,85.32,270740,MONDELEZ,2016
566934,WEBB COUNTY-HEAD START- SIERRA VISTA,20587,TEDDY GRAHAMS CINNAMON,150,.50OZ,NABISCO,6.25,N,21.33,21.33,1,21.33,270740,MONDELEZ,2016
538,CHILD CARE ASSOCIATES,20605,"CRACKERS,CHEESE FISH SHAPED",6,32 OZ,SUGAR FOOD,15,N,29.23,29.23,4,116.92,104922,SUGAR FOODS CORPORATION,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,20605,"CRACKERS,CHEESE FISH SHAPED",6,32 OZ,SUGAR FOOD,15,N,29.23,29.23,14,409.22,104922,SUGAR FOODS CORPORATION,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,20605,"CRACKERS,CHEESE FISH SHAPED",6,32 OZ,SUGAR FOOD,15,N,29.23,29.23,3,87.69,104922,SUGAR FOODS CORPORATION,2016
408166,FIRST BAPTIST CHURCH-KINGSLAND,24755,"COBBLER, BLACKBERRY RTB",4,5 LB,MRS SMITHS,22.95,N,37.21,37.21,1,37.21,180280,SCHWAN'S FOOD SERVICE,2016
559679,DIXIE GRILLE,24755,"COBBLER, BLACKBERRY RTB",4,5 LB,MRS SMITHS,22.95,N,37.21,37.21,3,111.63,180280,SCHWAN'S FOOD SERVICE,2016
589896,BCFS HEALTH & HUMAN SRVC-RAYMONDVILLE,24755,"COBBLER, BLACKBERRY RTB",4,5 LB,MRS SMITHS,22.95,N,37.21,37.21,1,37.21,180280,SCHWAN'S FOOD SERVICE,2016
237922,INN AT LOS PATIOS,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,1,32.06,189010,SENECA FOODS CORP.,2016
320358,BEXAR COUNTY MENTALLY IMPAIRED FACILITY,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,12,384.72,189010,SENECA FOODS CORP.,2016
545244,FIRST BAPTIST SCHOOL-CORPUS,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,1,32.06,189010,SENECA FOODS CORP.,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,3,96.18,189010,SENECA FOODS CORP.,2016
589969,HEALTHY LIVING OUTREACH PROGRAM,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,0,0,189010,SENECA FOODS CORP.,2016
591556,CASA DE AMISTAD INC.,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,1,32.06,189010,SENECA FOODS CORP.,2016
614629,AHTNA SUPPORT & TRAINING SERVICES,25643,"APPLES, SLICED IN WATER",6,10 LB,STOKELY,46,N,32.06,32.06,12,384.72,189010,SENECA FOODS CORP.,2016
800,PRAIRIE KITCHEN ACCOUNTS,30550,APPLES COUNTRY HOMESTYLE,6,#10,MUSSELMAN,45.5,N,52.32,52.32,13,680.16,102776,"KNOUSE FOODS, INC.",2016
237922,INN AT LOS PATIOS,30550,APPLES COUNTRY HOMESTYLE,6,#10,MUSSELMAN,45.5,N,52.32,52.32,1,52.32,102776,"KNOUSE FOODS, INC.",2016
257,PHIL'S ICE HOUSE LLC,30746,"SEA SALT, FINE",1,12.5 KG,ROLAND,29,N,14.94,14.94,3,44.82,105481,AMERICAN ROLAND FOOD CORPORATION,2016
808,WHOLEFOOD ACCOUNTS,30746,"SEA SALT, FINE",1,12.5 KG,ROLAND,29,N,14.94,14.94,42,627.48,105481,AMERICAN ROLAND FOOD CORPORATION,2016
586161,ORIGINS RECOVERY OF TEXAS-BOYS HOUSE,30746,"SEA SALT, FINE",1,12.5 KG,ROLAND,29,N,14.94,14.94,1,14.94,105481,AMERICAN ROLAND FOOD CORPORATION,2016
601527,A ROMA ITALIAN KITCHEN & BAR,30746,"SEA SALT, FINE",1,12.5 KG,ROLAND,29,N,14.94,14.94,1,14.94,105481,AMERICAN ROLAND FOOD CORPORATION,2016
552,ROYAL BLUE GROCERY,31565,"PEPPERS, RED ROASTED",6,88 OZ,ROLAND,38,N,38.12,38.12,1,38.12,105481,AMERICAN ROLAND FOOD CORPORATION,2016
993,UNIVERSITY HEALTH SYSTEM,31565,"PEPPERS, RED ROASTED",6,88 OZ,ROLAND,38,N,38.12,38.12,3,114.36,105481,AMERICAN ROLAND FOOD CORPORATION,2016
103063,CAMP MYSTIC INCORPORATED,31565,"PEPPERS, RED ROASTED",6,88 OZ,ROLAND,38,N,38.12,38.12,1,38.12,105481,AMERICAN ROLAND FOOD CORPORATION,2016
572,SALATA ACCOUNTS,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,525,7906.5,105481,AMERICAN ROLAND FOOD CORPORATION,2016
682,CLEARSPRINGS RESTAURANT,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,16,240.96,105481,AMERICAN ROLAND FOOD CORPORATION,2016
901,HEARTHSTONE BAKERY CAFE,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,7,105.42,105481,AMERICAN ROLAND FOOD CORPORATION,2016
902,GREEN VEGETARIAN CUISINE,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,4,60.24,105481,AMERICAN ROLAND FOOD CORPORATION,2016
316709,LA FONDA INC.-MAIN AVE.,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,5,75.3,105481,AMERICAN ROLAND FOOD CORPORATION,2016
399329,BRISKET BAR B Q INC.-BELLAIRE,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,2,30.12,105481,AMERICAN ROLAND FOOD CORPORATION,2016
607584,VOSS CATERING-ACH#2715,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,1,15.06,105481,AMERICAN ROLAND FOOD CORPORATION,2016
612715,LOU'S WOOD FIRE PIZZA,31872,SUNDRIED TOMATOES STRIPS,2,2.5 LB,ROLAND,6,N,15.06,15.06,2,30.12,105481,AMERICAN ROLAND FOOD CORPORATION,2016
184,BELLINO'S ACCOUNTS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
198,TIA JUANA'S,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,4,80.76,232600,CONAGRA FOODS / REFRIGERATED,2016
711,KHAN'S GRILL ACCOUNTS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
866,DAIRY QUEEN-TEXAS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,18,363.42,232600,CONAGRA FOODS / REFRIGERATED,2016
970,LOS BARRIOS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,2,40.38,232600,CONAGRA FOODS / REFRIGERATED,2016
293849,CAMP BALCONES SPRINGS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
321435,HARRIS SMOKEHOUSE-CHAMBERS FOODS,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,2,40.38,232600,CONAGRA FOODS / REFRIGERATED,2016
370479,COUNTRY PANCAKE HOUSE,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
393770,HARRIS SMOKEHOUSE-TOMBALL,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
402672,COUNTRY PANCAKE HOUSE-PHARR-ACH #213,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
442100,LA PLAYA MEXICAN CAFE-HARLINGEN-S77,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,2,40.38,232600,CONAGRA FOODS / REFRIGERATED,2016
566241,KETTLE RESTAURANT #137-BRYAN-ACH#1723,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,2,40.38,232600,CONAGRA FOODS / REFRIGERATED,2016
566268,KETTLE RESTAURANT #138-COLLEGEST.ACH1723,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,2,40.38,232600,CONAGRA FOODS / REFRIGERATED,2016
591149,CASA DE ADOBE RESTAURANT & BAR-ACH2028,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
602299,LA PLAYA RESTAURANT-SARATOGA-ACH#2180,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
602620,SCHLITTERBAHN CORPUS-VERANDA,32106,"TOPPING, NON-DAIRY AEROSOL",12,15 OZ,REDDI-WIP,14.9,N,20.19,20.19,1,20.19,232600,CONAGRA FOODS / REFRIGERATED,2016
116,SOCIAL HOUSE,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,6,162.54,232600,CONAGRA FOODS / REFRIGERATED,2016
118,K-BOB'S ACCOUNTS,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,3,81.27,232600,CONAGRA FOODS / REFRIGERATED,2016
306,HERSCHEL'S RESTAURANTS,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,5,135.45,232600,CONAGRA FOODS / REFRIGERATED,2016
942,CHUY'S OPCO INC.-THREE STAR MANAGEMENT,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,6,162.54,232600,CONAGRA FOODS / REFRIGERATED,2016
970,LOS BARRIOS,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,1,27.09,232600,CONAGRA FOODS / REFRIGERATED,2016
103063,CAMP MYSTIC INCORPORATED,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,2,54.18,232600,CONAGRA FOODS / REFRIGERATED,2016
447676,HULA HUT-LAKE AUSTIN-ACH#1200,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,9,243.81,232600,CONAGRA FOODS / REFRIGERATED,2016
490989,LATITUDE 2802-ROCKPORT,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,1,27.09,232600,CONAGRA FOODS / REFRIGERATED,2016
547158,PAPA JOE'S BURGERS AND STUFF $$$$,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,3,81.27,232600,CONAGRA FOODS / REFRIGERATED,2016
580570,TYCOON FLATS-ST. MARY'S-ACH#1866,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,1,27.09,232600,CONAGRA FOODS / REFRIGERATED,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,4,108.36,232600,CONAGRA FOODS / REFRIGERATED,2016
626023,HULA HUT-LITTLE ELM-ACH#2470,32108,"TOPPING, WHIPPED CREAM AERO",12,15 OZ,REDDI-WIP,14.9,N,27.09,27.09,15,406.35,232600,CONAGRA FOODS / REFRIGERATED,2016
155,RUSSO'S NEW YORK PIZZERIA,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,3,53.1,101559,DIAMOND CRYSTAL,2016
198,TIA JUANA'S,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
236,BURGER HOUSE ACCOUNTS,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
875,BOY SCOUTS OF AMERICA,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,3,53.1,101559,DIAMOND CRYSTAL,2016
942,CHUY'S OPCO INC.-THREE STAR MANAGEMENT,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,2,35.4,101559,DIAMOND CRYSTAL,2016
103160,CAMP STEWART,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
582603,POLO'S MEXICAN FOOD CO.-ACH#1964,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
591327,RIATA BAR AND GRILL ACH #2034,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
601071,APETITOS MEXICAN RESTAURANT,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,2,35.4,101559,DIAMOND CRYSTAL,2016
602299,LA PLAYA RESTAURANT-SARATOGA-ACH#2180,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,1,17.7,101559,DIAMOND CRYSTAL,2016
604011,MEL'S LONE STAR LANES,32161,SS PINK,3000,1 GM,CAFE DLT,8.78,N,17.7,17.7,2,35.4,101559,DIAMOND CRYSTAL,2016
303,CHILOSO'S MEXICAN BISTRO,32168,"SUGAR,SUB EURO STICKS",2000,1 GR,SWT-N-LOW,6,N,27.2,27.2,1,27.2,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2016
347,MCGUIRE MOORMAN HOSPITALITY,32168,"SUGAR,SUB EURO STICKS",2000,1 GR,SWT-N-LOW,6,N,27.2,27.2,2,54.4,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2016
194727,CAPPY'S INC.,32168,"SUGAR,SUB EURO STICKS",2000,1 GR,SWT-N-LOW,6,N,27.2,27.2,1,27.2,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2016
543640,GASTHAUS BERLINER BEAR,32168,"SUGAR,SUB EURO STICKS",2000,1 GR,SWT-N-LOW,6,N,27.2,27.2,1,27.2,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2016
601004,ZEDS RESTAURANT,32168,"SUGAR,SUB EURO STICKS",2000,1 GR,SWT-N-LOW,6,N,27.2,27.2,1,27.2,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2016
331066,HENRY'S CASH & CARRY-HARLINGEN,32185,SUGAR CANISTER,24,20 OZ,NJOY,32.7,N,36.3,36.3,1,36.3,104922,SUGAR FOODS CORPORATION,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,32185,SUGAR CANISTER,24,20 OZ,NJOY,32.7,N,36.3,36.3,1,36.3,104922,SUGAR FOODS CORPORATION,2016
173,PINTHOUSE PIZZA,32470,RED PEPPER CRUSHED PKTS,500,1 GR,CORTONA,2,N,16.83,16.83,2,33.66,104922,SUGAR FOODS CORPORATION,2016
552,ROYAL BLUE GROCERY,32470,RED PEPPER CRUSHED PKTS,500,1 GR,CORTONA,2,N,16.83,16.83,1,16.83,104922,SUGAR FOODS CORPORATION,2016
118,K-BOB'S ACCOUNTS,33250,JUICE ORANGE 100% CARTON,12,46OZ,LYONS,40.25,N,29.71,29.71,7,207.97,197630,LYONS MAGNUS,2016
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,33250,JUICE ORANGE 100% CARTON,12,46OZ,LYONS,40.25,N,29.71,29.71,19,564.49,197630,LYONS MAGNUS,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,33250,JUICE ORANGE 100% CARTON,12,46OZ,LYONS,40.25,N,29.71,29.71,12,356.52,197630,LYONS MAGNUS,2016
845,BLIMPIE ACCOUNTS,33392,JUICE V8,24,11.5 OZ,V8,19.41,N,14.62,14.62,3,43.86,100986,CAMPBELL FOODSERVICE COMPANY,2016
187380,"C.H. GUENTHER & SON, INC.",33392,JUICE V8,24,11.5 OZ,V8,19.41,N,14.62,14.62,2,29.24,100986,CAMPBELL FOODSERVICE COMPANY,2016
586161,ORIGINS RECOVERY OF TEXAS-BOYS HOUSE,33392,JUICE V8,24,11.5 OZ,V8,19.41,N,14.62,14.62,1,14.62,100986,CAMPBELL FOODSERVICE COMPANY,2016
118,K-BOB'S ACCOUNTS,33460,JUICE APPLE 100% CARTON,12,46 OZ,LYONS,40.25,N,22.66,22.66,1,22.66,197630,LYONS MAGNUS,2016
293849,CAMP BALCONES SPRINGS,33460,JUICE APPLE 100% CARTON,12,46 OZ,LYONS,40.25,N,22.66,22.66,1,22.66,197630,LYONS MAGNUS,2016
347,MCGUIRE MOORMAN HOSPITALITY,33515,JUICE TOMATO 46 BOX,12,46OZ,LYONS,40.25,N,13.96,13.96,8,111.68,197630,LYONS MAGNUS,2016
408166,FIRST BAPTIST CHURCH-KINGSLAND,33515,JUICE TOMATO 46 BOX,12,46OZ,LYONS,40.25,N,13.96,13.96,1,13.96,197630,LYONS MAGNUS,2016
118,K-BOB'S ACCOUNTS,33770,JUICE CRANBERRY COCKTAIL BOX,12,46OZ,LYONS,40.25,N,23.66,23.66,4,94.64,197630,LYONS MAGNUS,2016
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,33770,JUICE CRANBERRY COCKTAIL BOX,12,46OZ,LYONS,40.25,N,23.66,23.66,7,165.62,197630,LYONS MAGNUS,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,33770,JUICE CRANBERRY COCKTAIL BOX,12,46OZ,LYONS,40.25,N,23.66,23.66,6,141.96,197630,LYONS MAGNUS,2016
614947,UNITED FACILITY SERVICES CORPORATION,34021,"HOT CHOCOLATE, REG ENV 1 OZ",1,50 CT,SWISS MISS,3.84,N,6.62,6.62,1,6.62,102466,CONAGRA FOODS / HUNT WESSON,2016
682,CLEARSPRINGS RESTAURANT,34423,"RICE, BASMATI FCY QUALITY",4,11 LB,ROLAND,46,N,61.16,61.16,11,672.76,105481,AMERICAN ROLAND FOOD CORPORATION,2016
825,HYDE PARK ACCOUNTS,34424,"RICE, BASMATI FCY QUALITY",1,11 LB,ROLAND,11.5,N,15.29,15.29,1,15.29,190390,LABATT REPLENISHMENT,2016
914,HEB DEPARTMENT ACCOUNTS,34424,"RICE, BASMATI FCY QUALITY",1,11 LB,ROLAND,11.5,N,15.29,15.29,168,2568.72,190390,LABATT REPLENISHMENT,2016
601004,ZEDS RESTAURANT,34424,"RICE, BASMATI FCY QUALITY",1,11 LB,ROLAND,11.5,N,15.29,15.29,3,45.87,190390,LABATT REPLENISHMENT,2016
116,SOCIAL HOUSE,36120,SALT EVAPORATED PLAIN,1,25#,TRU FLO,25,N,3.39,3.39,1,3.39,136646,UNITED SALT CORPORATION,2016
235,CELEBRITY CAFE & BAKERY,36120,SALT EVAPORATED PLAIN,1,25#,TRU FLO,25,N,3.39,3.39,2,6.78,136646,UNITED SALT CORPORATION,2016
257,PHIL'S ICE HOUSE LLC,36120,SALT EVAPORATED PLAIN,1,25#,TRU FLO,25,N,3.39,3.39,2,6.78,136646,UNITED SALT CORPORATION,2016
937,TACO VILLA ACCOUNTS,36120,SALT EVAPORATED PLAIN,1,25#,TRU FLO,25,N,3.39,3.39,33,111.87,136646,UNITED SALT CORPORATION,2016
411485,PALOMA BLANCA MEXICAN CUISINE-S.A.,36120,SALT EVAPORATED PLAIN,1,25#,TRU FLO,25,N,3.39,3.39,1,3.39,136646,UNITED SALT CORPORATION,2016
340073,MARINE MILITARY ACADEMY,36805,PAN COATING GRILL/SAUTE SPRA,6,17 OZ,PAM,9,N,15.39,15.39,8,123.12,102466,CONAGRA FOODS / HUNT WESSON,2016
525170,"LMBI, L.P.-LA PALOMA",36805,PAN COATING GRILL/SAUTE SPRA,6,17 OZ,PAM,9,N,15.39,15.39,1,15.39,102466,CONAGRA FOODS / HUNT WESSON,2016
551864,TEXAS STATE AQUARIUM ASSOCIATION,37048,CHILI DISPENSER,4,110 OZ,RICOS,39,N,34.67,34.67,3,104.01,248390,"RICOS PRODUCTS CO, INC",2016
601438,SULLY'S BOWLING LANES,37048,CHILI DISPENSER,4,110 OZ,RICOS,39,N,34.67,34.67,1,34.67,248390,"RICOS PRODUCTS CO, INC",2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,37152,"SAUCE, ROASTED GREEN CHILE",4,1 GAL,FOODSOFNM,33,N,35.19,35.19,1,35.19,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
582603,POLO'S MEXICAN FOOD CO.-ACH#1964,37392,"TORTILLA, FLOUR 9"" FRS",12,1 DZ,BUENO,22,N,21.35,21.35,18,384.3,192970,BUENO,2016
582603,POLO'S MEXICAN FOOD CO.-ACH#1964,37540,"TORTILLA, 6"" FLOUR",12,1 DZ,FOODSOFNM,18,N,10.75,10.75,1,10.75,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
937,TACO VILLA ACCOUNTS,37544,"TORTILLA, 10: FLOUR",12,1 DZ,FOODSOFNM,24,N,14.52,14.52,1230,17859.6,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
312207,BRICK OVEN-RED RIVER-AUSTIN,37685,"CHILE, GREEN CHILE HATCH VAL",5,5 LB,BUENO,25.2,N,36.88,36.88,1,36.88,192970,BUENO,2016
603228,MEX-MART-ACH#2208,37690,"TORTILLA, 6"" WHITE CORN",4,10 DZ,FOODSOFNM,17.24,N,11.2,11.2,1,11.2,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,37712,"SAUCE, PURE RED CHILE",4,1 GAL,FOODSOFNM,33,N,19.96,19.96,1,19.96,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
547158,PAPA JOE'S BURGERS AND STUFF $$$$,37719,"GREEN CHILE,RSTD DCD MEDHOT",5,5 LB,FOODSOFNM,26,N,29.72,29.72,1,29.72,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,37737,"STEW, GREEN CHILE W/PORK FRZ",4,1 GAL,FOODSOFNM,33,N,44.8,44.8,1,44.8,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,37737,"STEW, GREEN CHILE W/PORK FRZ",4,1 GAL,FOODSOFNM,33,N,44.8,44.8,1,44.8,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,37740,"TAMALES, PORK W/RED CHILE FR",60,3 OZ,FOODSOFNM,11.25,N,25.4,25.4,9,228.6,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,37740,"TAMALES, PORK W/RED CHILE FR",60,3 OZ,FOODSOFNM,11.25,N,25.4,25.4,4,101.6,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
198,TIA JUANA'S,37742,"TAQUITO, BEEF W/GRN CHILE",120,1.5 OZ,FOODSOFNM,12,N,38.31,38.31,1,38.31,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
582603,POLO'S MEXICAN FOOD CO.-ACH#1964,37742,"TAQUITO, BEEF W/GRN CHILE",120,1.5 OZ,FOODSOFNM,12,N,38.31,38.31,1,38.31,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
118,K-BOB'S ACCOUNTS,37780,"PUREE, RED CHILE HOT",6,56 OZ,FOODSOFNM,21,N,22.01,22.01,2,44.02,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
198,TIA JUANA'S,37780,"PUREE, RED CHILE HOT",6,56 OZ,FOODSOFNM,21,N,22.01,22.01,31,682.31,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
800,PRAIRIE KITCHEN ACCOUNTS,37790,"GREEN CHILE, RSTD FIESTA HOT",5,5 LB,FOODSOFNM,25,N,29.63,29.63,3,88.89,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
447676,HULA HUT-LAKE AUSTIN-ACH#1200,37790,"GREEN CHILE, RSTD FIESTA HOT",5,5 LB,FOODSOFNM,25,N,29.63,29.63,47,1392.61,252460,NEW MEXICO FOOD DISTRIBUTORS INC.,2016
248,THREADGILLS SERVICE STATION,37825,"PEPPER, JALAPENO CHOPPED",6,56 OZ,BUENO,22,N,30.7,30.7,5,153.5,192970,BUENO,2016
173,PINTHOUSE PIZZA,37856,"TOMATOES, DICED FIRE RSTD",6,#10,ANGELA MIA,46.4,N,31.17,31.17,8,249.36,102466,CONAGRA FOODS / HUNT WESSON,2016
902,GREEN VEGETARIAN CUISINE,37856,"TOMATOES, DICED FIRE RSTD",6,#10,ANGELA MIA,46.4,N,31.17,31.17,6,187.02,102466,CONAGRA FOODS / HUNT WESSON,2016
116,SOCIAL HOUSE,38156,"ALMONDS, NATURAL SLICED",3,2LB,AZAR,6.2,N,58.21,58.21,1,58.21,169790,AZAR NUT,2016
