accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,vendorGroupNumber,vendorGroupName,Food Show Year
59,TAQUERIAS ARANDAS ACCOUNTS,2415168,"BASE, CALDO DE TOMATE",1,4.4 LB,KNORR,4.4,N,11.18,11.18,13,145.34,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,2416783,"BASE, CALDO DE POLLO CHKN",4,7.9 LB,KNORR,34.77,N,66.48,66.48,14,930.72,107115,UNILEVER BESTFOODS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,2419091,"BASE, CALDO DE RES",1,4.4 LBS,KNORR,19,N,11.71,11.71,17,199.07,107115,UNILEVER BESTFOODS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,2421311,"BASE, SHRIMP",1,1 LB,L J MINOR,1.33,N,11.66,11.66,1,11.66,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,2422889,"BASE, CHICKEN STANDARD DRY",1,30 LB,LEGOUT,31.66,N,61.45,61.45,13,798.85,107115,UNILEVER BESTFOODS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3246044,"KETCHUP, 100% NAT SQ BOT RED",12,13.5 OZ,HUNT'S,11.9,N,14.48,14.48,11,159.28,102466,CONAGRA FOODS / HUNT WESSON,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3252004,"KETCHUP, FANCY 33% SOLID",6,#10,HUNT'S,47.5,N,20.3,20.3,18,365.4,102466,CONAGRA FOODS / HUNT WESSON,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3272903,"SAUCE, RED HOT",4,1 GAL,CAJUN CHEF,41,N,15.65,15.65,8,125.2,100862,CAJUN CHEF PRODUCTS INC.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3276037,"SAUCE, TABASCO HOT",12,5 OZ,MCILHENNY,9.5,N,31.83,31.83,11,350.13,103292,MCILHENNY COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3345675,"SAUCE, TARTAR",1,1 GAL.,KEN'S,8.45,N,8.06,8.06,14,112.84,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3449634,"SAUCE, TARTAR 9GM",200,9 GM,AMERICANA,4.65,N,5.79,5.79,12,69.48,131199,PPI-HEINZ NORTH AMERICA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3735404,"CRACKER MEAL, FINE",1,25 LB,GOLD DIPT,25.5,N,18.88,18.88,9,169.92,102156,KERRY INGREDIENTS & FLAVOURS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,3940509,"TORTILLA MIX, CORN *",1,25 LB,WHT WINGS,25,N,19.15,19.15,2,38.3,103926,C.H. GUENTHER & SON INC.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,4172151,"PASTA, ANGEL HAIR 10""",2,10 LB,ZEREGA'S,21,N,17.27,17.27,4,69.08,178380,"A. ZEREGA'S SONS, INC",2017
59,TAQUERIAS ARANDAS ACCOUNTS,4390753,LENTILS,1,20 LB,JACKRABBIT,21,N,21.21,21.21,1,21.21,195580,TRINIDAD BENHAM CORP,2017
59,TAQUERIAS ARANDAS ACCOUNTS,4592499,"JAM, STRAWBERRY 1/2 OZ",200,1/2 OZ,PPI,7,N,11.29,11.29,11,124.19,131199,PPI-HEINZ NORTH AMERICA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5012093,"SYRUP, PANCAKE CUP",100,1 OZ,BOCA,7.5,N,9.03,9.03,21,189.63,101559,DIAMOND CRYSTAL,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5218101,FZ CHORIZO SA,10,2 LB,DSM PORK,20,Y,2.02,40.4,3,121.2,203880,DIRECT SOURCE MEATS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5254552,"VINEGAR, WHITE",6,1 GAL,GARDENCLUB,55,N,9.42,9.42,19,178.98,101230,CLEMENTS FOODS COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5408227,"BACON, 6 SLICE/INCH FRESH",1,10 #,WRIGHT,10,Y,3.36,33.6,10,336,105333,"TYSON FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,5422186,OFFAL FZ FEET CUT,1,10 LB,DSM BEEF,10,Y,2.34,23.4,1,23.4,203880,DIRECT SOURCE MEATS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5662580,MOP SCRW COTTN CUTEND WHT LG,1,32 OZ,ACS,2,N,4.53,4.53,2,9.06,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5663000,"PAD, GRILL, BLK 4X6",6,10 CT,ACS,2.5,N,11.62,11.62,2,23.24,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5663008,GRILL BRICK,1,12 CT,ACS,7,N,14.01,14.01,4,56.04,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5663010,GRIDDLE SCREENS,1,20 CT,ACS,0.35,N,2.34,2.34,3,7.02,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5663011,"SCRUBBER, SS, 35 GR",1,12 CT,ACS,1.17,N,3.37,3.37,7,23.59,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5663019,"PAD, SPONGE, MD DUTY, 6X4",1,20 CT,ACS,2.5,N,10.99,10.99,2,21.98,252250,ACS INDUSTRIES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5730050,"LINER,12-16GAL .24ML 25LB CL",1000,24 X 32,A E P,13.2,N,18.93,18.93,1,18.93,214710,AEP INDUSTRIES INC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5730107,"LINER, 60GAL .63ML 60LB CLR",200,38 X 58,A E P,19.1,N,31.66,31.66,15,474.9,214710,AEP INDUSTRIES INC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,5997007,"SEASONING MIX, TACO SELECT",6,6.6 OZ,FOOTHILL,3.9,N,11.08,11.08,4,44.32,148547,"PRECISION FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,6184105,FAJITA SEASONING W/TENDERIZE,1,26 OZ,DURKEE,1.71,N,10.86,10.86,7,76.02,165230,"ACH FOOD COMPANIES, INC",2017
59,TAQUERIAS ARANDAS ACCOUNTS,6184402,"MEAT TENDERIZER, SEASONED",1,33 OZ,DURKEE,2.27,N,5.55,5.55,31,172.05,165230,"ACH FOOD COMPANIES, INC",2017
59,TAQUERIAS ARANDAS ACCOUNTS,6186019,"ALMOND FLAVORING, IMITATION",1,16 OZ,DURKEE,1.24,N,4.93,4.93,2,9.86,165230,"ACH FOOD COMPANIES, INC",2017
59,TAQUERIAS ARANDAS ACCOUNTS,6313035,"SALT, EVAPORATED FOOD GRADE",1,50 LB,UNITEDSALT,50.5,N,5.92,5.92,48,284.16,136646,UNITED SALT CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6318000,"SALT, IODIZED FOOD SERVICE",24,26 OZ,MORTON,42.7,N,13.59,13.59,4,54.36,103470,"MORTON SALT, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,6331250,"SALT, PACKET",1,3000 CT,DIAM CRYST,4.3,N,5.4,5.4,14,75.6,101559,DIAMOND CRYSTAL,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6695036,"TISSUE JRT 2PLY 3.65""X1000",12,1000',SELECT,18,N,24.1,24.1,18,433.8,214650,CASCADE TISSUE,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6717170,"NAPKIN, BEV 1PLY WHT 8.5x8.5",4000,1 CT,SELECT,10,N,11.33,11.33,1,11.33,214650,CASCADE TISSUE,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6780050,"APRON,FULL LENGTH MEDWT24X42",1,100 CT,ROYAL,1.3,N,4.54,4.54,3,13.62,104388,ROYAL PAPER PRODUCTS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6785612,"HAIRNET, BROWN 305-FH20",1,144 CT,JOB SELECT,5.07,N,12.53,12.53,11,137.83,188820,FOODHANDLER #774348,2017
59,TAQUERIAS ARANDAS ACCOUNTS,6795660,GLOVES VINYL LG PWDR,10,100 CT.,JOB SELECT,11.69,N,31.33,31.33,16,501.28,188820,FOODHANDLER #774348,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7035215,"BAG, SANDWICH W/ FLIP TOP",1,2000 CT,FOODHANDLR,4,N,14.84,14.84,3,44.52,188820,FOODHANDLER #774348,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,6,125.4,104922,SUGAR FOODS CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7100005,"SWEETENER, PINK ZERO CALORIE",1,2000 CT,NJOY,6,N,13,13,28,364,104922,SUGAR FOODS CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7100006,"SWEETNER, BLUE ZERO CALORIE",1,2000 CT,NJOY,6,N,18.5,18.5,1,18.5,104922,SUGAR FOODS CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,45.9,45.9,1,45.9,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7299662,"CUP, 20 OZ FOAM",500,1 CT,DART,8.7,N,22.47,22.47,9,202.23,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7304058,"CUP, 16 OZ TALL FOAM",1000,1 CT,DART,14.2,N,36.85,36.85,2,73.7,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7305014,"LID, 32 SERIES STRAW SLOT TR",1,500 CT,DART,6,N,19.4,19.4,37,717.8,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7308000,"LID, 16 SERIES STRAW SLOT TR",1000,1 CT,DART,6.7,N,15.58,15.58,7,109.06,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7326002,"CONT, 4 OZ FOAM",1000,1 CT,DART,4.9,N,18.85,18.85,11,207.35,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7327505,"CONT, 8 OZ FOAM",1000,1 CT,DART,8,N,33.67,33.67,19,639.73,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7330509,"CONT, 16 OZ FOAM",500,1 CT,DART,6.5,N,22.69,22.69,5,113.45,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7332000,"CUP, 32 OZ FOAM",1,500 CT,DART,11.5,N,34.91,34.91,10,349.1,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7333503,"LID, 20 SERIES VENT TRANSLUC",1000,1 CT,DART,9,N,19.14,19.14,21,401.94,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7540001,"CLEANER, DEGREASE&DEOD PINE",4,1 GL,ARCOT,40,N,22.67,22.67,2,45.34,266580,ARCOT MANUFACTURING CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7540004,"SOAP, POT & PAN PINK JO SUDS",4,1 GL,ARCOT,40,N,20.62,20.62,7,144.34,266580,ARCOT MANUFACTURING CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7540006,"DEGREASER, HEAVY DUTY KD81",4,1 GL,ARCOT,40,N,18.41,18.41,1,18.41,266580,ARCOT MANUFACTURING CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7540011,"DETERGENT, HAND & DISH BLUE",4,1 GL,ARCOT,40,N,31.08,31.08,22,683.76,266580,ARCOT MANUFACTURING CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7540017,"CLEANER, WINDOW GLASS AMMON",4,1 GL,ARCOT,40,N,17.08,17.08,4,68.32,266580,ARCOT MANUFACTURING CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7654807,"CONT, 1COMP WHITE FOAM 9X9X3",200,1 CT,DART,8.43,N,15.08,15.08,4,60.32,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7654808,"CONT, 3COMP WHITE FOAM 9X9X3",200,1 CT,DART,8.69,N,15.08,15.08,115,1734.2,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7658044,"CONT,6"" SANDWICH WHITE 6X6X3",500,1 CT,DART,10.4,N,19.01,19.01,16,304.16,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7658512,"CONT, 1COMP WHITE 9X6X3",200,1 CT,DART,8.2,N,21.91,21.91,11,241.01,112771,DART CONTAINER CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7681542,"BAG,POLY WH THANK YOU PRINT",1000,"11X6X22""",ROYAL,11,N,20.01,20.01,22,440.22,104388,ROYAL PAPER PRODUCTS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7689201,"BAG, PAPER BROWN 4LB",1,500 CT,DURO,7,N,7.72,7.72,33,254.76,109479,DURO BAG MANUFACTURING COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7713259,"BAG,UTILITY BROILERS .52ML C",1000,"6""x3""x15""",A E P,5.2,N,13.58,13.58,2,27.16,214710,AEP INDUSTRIES INC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7714511,"BAG, QUART SIZE DOUBLE TRACK",500,CT,FOODHANDLR,4.95,N,18.15,18.15,1,18.15,188820,FOODHANDLER #774348,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7815411,"FORK, MD PP WHITE",1,1000 CT,WALLACE,6.26,N,6.4,6.4,8,51.2,245190,WALLACE PACKAGING LLC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7815413,"KNIFE, MD PP WHITE 3641/MWPK",1,1000 CT,WALLACE,6.4,N,6.4,6.4,2,12.8,245190,WALLACE PACKAGING LLC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7852502,"TOOTHPICKS, ROUND (HOTEL PK)",24,800 CT,ROYAL,6.25,N,12.28,12.28,2,24.56,104388,ROYAL PAPER PRODUCTS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7854000,"SKEWERS, BAMBOO 10""",10,100 CT,ROYAL,3.3,N,5.8,5.8,6,34.8,104388,ROYAL PAPER PRODUCTS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,7876030,GUEST CK NOCARB 2PT GREEN 17,50,50 PG PAD,ROYAL,12,N,34.75,34.75,1,34.75,104388,ROYAL PAPER PRODUCTS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8034050,OIL COATING AEROSAL SPRAY,6,14 OZ,VEGALENE,6.9,N,22.4,22.4,2,44.8,188190,PAR-WAY GROUP,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8092512,"Shortening, AP VREAM NH100",1,50 LB.,BUNGE,51.5,N,37.63,37.63,7,263.41,106135,BUNGE OILS INC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8142445,WHIPPED SPREAD,900,5GM,VENTURA,12.6,N,19.5,19.5,10,195,165690,"VENTURA FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8142629,"MARGARINE, CUPS-CHURN",900,5GM,VENTURA,12.6,N,22.23,22.23,2,44.46,165690,"VENTURA FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8145623,MARGARINE (OLEO SOLIDS),30,1 LB,VENTURA,31,N,14.87,14.87,46,684.02,165690,"VENTURA FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8165052,"EGGS, GRADE A LARGE LOOSE",15,1 DOZ,CAL MAINE,26,N,9.75,9.75,100,975,107212,"CAL-MAINE FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8165060,"EGGS, GRADE A X-LARGE LOOSE",15,1 DOZEN,CAL MAINE,27,N,11.1,11.1,251,2786.1,107212,"CAL-MAINE FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8181212,"MILK, EVAPORATED",24,12 OZ,VELVET,22.7,N,19.44,19.44,194,3771.36,100994,NESTLE BRANDS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8205000,"CREAMER, NON DAIRY",400,3/8 OZ,INSTABLEND,11.4,N,11.96,11.96,288,3444.48,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
59,TAQUERIAS ARANDAS ACCOUNTS,8205005,"CREAMER, HALF AND HALF",400,3/8 OZ,BORDEN,11.4,N,18.96,18.96,16,303.36,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
59,TAQUERIAS ARANDAS ACCOUNTS,8205011,"CREAM, WHIPPING HVY STERILE",1,1 QT,BORDEN,2.29,N,4.75,4.75,16,76,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8205035,"MILK, HOMOGENIZED",4,1 GL,BORDEN,39.2,N,15.52,15.52,52,807.04,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
59,TAQUERIAS ARANDAS ACCOUNTS,8241007,"TEA, ICED AUTO BREW BAG FP",32,4 OZ,TETLEY,8.9,N,28.55,28.55,40,1142,202280,TETLEY HARRIS FOOD GROUP,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8245661,"COFFEE, COLOMBIAN OB",100,1.75 OZ,FOLGERS,10.94,N,88.33,88.33,2,176.66,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8245685,"COFFEE, TRD RST DECAF",42,1.5 OZ,FOLGERS,3.94,N,28.34,28.34,20,566.8,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8269508,"CREAMER, INDIVIDUAL PACKETS",1000,3 GM,COFF MATE,8.75,N,29.35,29.35,4,117.4,100994,NESTLE BRANDS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8291999,TEA BAGS,1,100 CT,LIPTON,0.8,N,3.69,3.69,2,7.38,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8512501,"SUGAR, GRANULATED EFG",1,50 LB.,IMPERIAL,51.72,N,23.36,23.36,147,3433.92,215740,"IMPERIAL DISTRIBUTING, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8523722,"KIT-MD PP WHT F,K,S,S&P,NAP",1,250 CT,WALLACE,8.1,N,12.25,12.25,114,1396.5,245190,WALLACE PACKAGING LLC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8523742,"SPOON, MD PP BLACK",1,1000 CT,WALLACE,6.2,N,6.4,6.4,2,12.8,245190,WALLACE PACKAGING LLC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8655025,"STICKS, MOZZ 3.25"" **NC**",8,1.5LB,FARM RICH,12.68,N,46.78,46.78,16,748.48,104264,RICH PRODUCTS CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8719619,"LOAF, EXTRA MELT AMERICAN Y",6,5 LB,LANDOLAKE,31.75,N,67.13,67.13,63,4229.19,102849,"LAND O' LAKES, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8719668,LOAF GOLDEN VELVET CHEESE,6,5 LB,LANDOLAKE,30,N,66.14,66.14,54,3571.56,102849,"LAND O' LAKES, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8841395,SHRIMP 90-110 PDT-OFF RAW WH,5,2 LB,AQUA STAR,10,N,42,42,11,462,248040,AQUA STAR USA CORP.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8841975,SHRIMP 21-25 GRN HDL BRN GUL,1,5 LB,TX SUPREME,5,N,34,34,22,748,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8844001,SHRIMP 16-20 HND BRD BTFLY,1,3 LB,OCEAN CAFE,3,N,12.15,12.15,54,656.1,190390,LABATT REPLENISHMENT,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8844355,SHRIMP 16-20 HND BRD BTFLY,4,3 LB,OCEAN CAFE,12,N,48.6,48.6,15,729,203450,TAMPA BAY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8861015,LEG QUARTERS FROZEN,1,40 LB,HOLMES,40,N,18.02,18.02,1,18.02,197190,"HOLMES FOODS POULTRY, LTD",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8914121,SAUS PK/BF ROPE JALAPENO,1,10 LB,EDDY,11,N,25.6,25.6,12,307.2,200200,"EDDY PACKING CO., INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8915412,"SPOON, MD PP WHITE",1,1000 CT,WALLACE,6.2,N,6.4,6.4,22,140.8,245190,WALLACE PACKAGING LLC,2017
59,TAQUERIAS ARANDAS ACCOUNTS,8918150,BACON HCKRY SMKD RNDM SLC,1,15 LB,CVRD WGN,15,N,24.15,24.15,15,362.25,105333,"TYSON FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8922338,BUFFET HAM WATER ADDED FZN,2,10-12# RW,Briar St,24,Y,1.42,34.08,2,68.16,105333,"TYSON FOODS, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,8927105,"SAUSAGE PATTY,1.5 OZ, PC",1,10 LB.,JIMMY DEAN,10,N,21.4,21.4,1,21.4,118494,HILLSHIRE BRANDS,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9020074,"HASHBROWN, 101 PATTY",6,5 LB,TRADITIONA,32,N,36.5,36.5,1,36.5,130885,J.R. SIMPLOT COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9022112,"CHIPS, POTATO 1/8"" SKN",6,5 LB,SKINCREDIB,32,N,30.5,30.5,12,366,130885,J.R. SIMPLOT COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9022211,"HASHBROWN, 1/2"" CUBES",4,5 LB,FRZRFRIDGE,21.5,N,22.16,22.16,16,354.56,130885,J.R. SIMPLOT COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9024860,"FRIES, REG 5/16"" -",6,5 LB,SUN CROP,32,N,22.85,22.85,102,2330.7,130885,J.R. SIMPLOT COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9169608,MACARONI & CHEESE POUCH FRZN,36,7 OZ,KRAFT,15,N,28.76,28.76,56,1610.56,220430,KRAFT FROZEN & REFRIGERATED,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9397294,"CONTAINER,DELI 32OZ COMBO",1,240 CT,NEW SPRING,27.97,N,69.41,69.41,6,416.46,103446,PACTIV CORPORATION,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9405699,"COFFEE, MEXICAN ALTURA OR WB",6,2LB,GOOD ORIG,12,N,83.11,83.11,76,6316.36,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9689225,"BAG, PAPER BROWN 6LB",1,500 CT,DURO,10,N,9.75,9.75,19,185.25,109479,DURO BAG MANUFACTURING COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9689233,"BAG, PAPER BROWN 12LB",1,500 CT,DURO,18.5,N,15.06,15.06,2,30.12,109479,DURO BAG MANUFACTURING COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9689258,"BAG, PAPER BROWN 8LB",1,500 CT,DURO,12,N,11.03,11.03,3,33.09,109479,DURO BAG MANUFACTURING COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9808205,ONION JUMBO YELLOW #1,1,50 LB,ONION,50,N,11.8,11.8,31,365.8,135003,WILLSON DAVIS COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9808255,ONION JUMBO YELLOW # 2,1,50 LB,ONION,50,N,10.8,10.8,27,291.6,135003,WILLSON DAVIS COMPANY,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9810252,POTATO RUSSET 50CT,1,50 CT,POTATO,50,N,14.4,14.4,4,57.6,271810,"RPE, INC.",2017
59,TAQUERIAS ARANDAS ACCOUNTS,9814013,PINEAPPLE 5-8 CT GOLD,3,2 CT,FRUIT,25,N,8.5,8.5,6,51,120294,TOUCHSTONE AND ASSOCIATES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9820093,PEPPER BELL GRN MEDIUM 25LB,4,5 LB,PEPPER,25,N,9.95,9.95,14,139.3,120294,TOUCHSTONE AND ASSOCIATES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9820200,PEPPER BELL GRN CHOICE 25LB,5,5 LB,PEPPER,25,N,9.15,9.15,6,54.9,120294,TOUCHSTONE AND ASSOCIATES,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9820300,DRIED ARBOL PEPPER,1,1 LB,PEPPER,1,N,4.78,4.78,1,4.78,287550,LA GALERA INC.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9830902,MINT 1 LB,1,1 LB,HERB,1,N,6.75,6.75,1,6.75,229440,SOUTH MILL - HOUSTON,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9870007,BROCCOLI FLORETS,12,2 LB,FLAV R PAC,26.6,N,17.72,17.72,1,17.72,177030,NORPAC SERVICES INC.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9870017,"CORN, COBBETTS 3"" IQF",1,96 EA,FLAV R PAC,30,N,16.27,16.27,6,97.62,177030,NORPAC SERVICES INC.,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9901125,"BAG, SILVERWARE 2.75X10 PAPR",1,2000 CT,BAGCRAFT,9,N,21.9,21.9,20,438,186070,BAGCRAFT CORPORATION OF AMERICA,2017
59,TAQUERIAS ARANDAS ACCOUNTS,9980020,"STRAWBERRIES, WHOLE IQF",1,30 LB,VALLEYMAID,32,N,39.01,39.01,6,234.06,177030,NORPAC SERVICES INC.,2017
114,BREAKFAST HOUSE,19410,"MOZZARELLA STICK, BRD 3.25""",4,3 LB,ANCHOR,14,N,50.47,50.47,6,302.82,103721,MCCAIN FOODSERVICE,2017
114,BREAKFAST HOUSE,201685,SALMON CHUM PORT 8OZ SKNL VP,1,10 LB,AQUA STAR,10,N,46,46,3,138,248040,AQUA STAR USA CORP.,2017
114,BREAKFAST HOUSE,1130044,"ESSPRESSO, WHOLE BEAN",4,32 OZ,BUSTELO,6,N,62.64,62.64,9,563.76,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
114,BREAKFAST HOUSE,1160064,"BROCCOLI, NORMANDY",1,20 LB,FLAV R PAC,21,N,14.11,14.11,3,42.33,177030,NORPAC SERVICES INC.,2017
114,BREAKFAST HOUSE,1498518,"BEANS, ITALIAN FLAT",6,#10,STOKELY,44.2,N,22.27,22.27,3,66.81,189010,SENECA FOODS CORP.,2017
114,BREAKFAST HOUSE,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,25.82,25.82,3,77.46,102466,CONAGRA FOODS / HUNT WESSON,2017
114,BREAKFAST HOUSE,1983141,"JALAPENOS, NACHO SLICED",6,#10,LACOMADRE,45,N,21.9,21.9,3,65.7,108022,EMPACADORA DEL GOLFO USA LLC,2017
114,BREAKFAST HOUSE,2280008,"KETCHUP, FANCY 33%",6,#10,RED GOLD,49,N,21.49,21.49,6,128.94,210810,RED GOLD INC,2017
